origin,detections,visit,Year,tp_year
NHM Denmark,1,"521961-06-2957.045518, 8.613198",1961,1960-1969
NHM Denmark,1,"521961-06-2957.054008, 8.650841",1961,1960-1969
NHM Denmark,1,"521961-07-0157.062234, 8.620823",1961,1960-1969
NHM Denmark,1,"521961-07-1157.071947, 8.57373",1961,1960-1969
NHM Denmark,1,"521961-08-3057.045518, 8.613198",1961,1960-1969
NHM Denmark,2,"521961-09-0157.031467, 8.609286",1961,1960-1969
NHM Denmark,1,"521961-09-0157.045518, 8.613198",1961,1960-1969
NHM Denmark,1,"5421961-08-2755.102377, 12.126091",1961,1960-1969
NHM Denmark,1,"6171961-08-1554.785146, 11.81141",1961,1960-1969
C. Skøtt,1,"851962-09-2356.881191, 9.59253",1962,1960-1969
C. Skøtt,1,"981962-08-1456.804489, 9.510164",1962,1960-1969
NHM Denmark,1,"1771962-04-2056.304901, 8.848964",1962,1960-1969
NHM Denmark,1,"1941962-06-1856.265813, 8.793637",1962,1960-1969
NHM Denmark,11,"2451962-08-1956.033807, 12.054928",1962,1960-1969
NHM Denmark,4,"2451962-08-2656.033807, 12.054928",1962,1960-1969
NHM Denmark,1,"2911962-07-1455.876956, 10.629347",1962,1960-1969
NHM Denmark,1,"3171962-06-2755.782677, 10.585504",1962,1960-1969
NHM Denmark,1,"3181962-07-0955.794945, 10.596427",1962,1960-1969
NHM Denmark,1,"3541962-08-2655.715212, 12.397256",1962,1960-1969
NHM Denmark,1,"41962-06-1857.559771, 9.914844",1962,1960-1969
NHM Denmark,1,"61962-06-1957.596786, 10.181342",1962,1960-1969
C. Skøtt,1,"781963-08-0956.920555, 8.358573",1963,1960-1969
C. Skøtt,1,"851963-09-2356.880535, 9.595057",1963,1960-1969
NHM Denmark,2,"1161963-06-0356.724515, 10.109492",1963,1960-1969
NHM Denmark,2,"2911963-07-2355.876956, 10.629347",1963,1960-1969
NHM Denmark,1,"2911963-08-0155.876956, 10.629347",1963,1960-1969
NHM Denmark,1,"2911963-08-0255.876956, 10.629347",1963,1960-1969
NHM Denmark,1,"2911963-08-0655.876956, 10.629347",1963,1960-1969
NHM Denmark,1,"2911963-08-0755.876956, 10.629347",1963,1960-1969
NHM Denmark,1,"3171963-07-2255.83247, 10.592147",1963,1960-1969
NHM Denmark,1,"3271963-09-0855.806831, 12.309983",1963,1960-1969
NHM Aarhus,1,"1511964-03-2656.537527, 10.768591",1964,1960-1969
NHM Aarhus,3,"1671964-05-0756.451667, 10.443843",1964,1960-1969
NHM Aarhus,1,"1871964-05-0756.343636, 10.458953",1964,1960-1969
NHM Aarhus,1,"1891964-06-0156.316052, 10.827535",1964,1960-1969
NHM Aarhus,3,"2031964-03-0956.2332, 10.177448",1964,1960-1969
NHM Aarhus,1,"2031964-04-0756.2332, 10.177448",1964,1960-1969
NHM Aarhus,3,"2031964-04-0856.2332, 10.177448",1964,1960-1969
NHM Aarhus,1,"2031964-04-0956.2332, 10.177448",1964,1960-1969
NHM Aarhus,2,"2031964-04-1556.2332, 10.177448",1964,1960-1969
NHM Aarhus,1,"2031964-05-0656.2332, 10.177448",1964,1960-1969
NHM Aarhus,1,"2051964-04-0356.226441, 10.569564",1964,1960-1969
NHM Aarhus,1,"2051964-06-0256.226441, 10.569564",1964,1960-1969
NHM Aarhus,1,"2051964-07-0556.226441, 10.569564",1964,1960-1969
NHM Aarhus,1,"2051964-07-1156.226441, 10.569564",1964,1960-1969
NHM Aarhus,1,"2211964-01-0356.145108, 10.119269",1964,1960-1969
NHM Aarhus,1,"2211964-01-1056.145108, 10.119269",1964,1960-1969
NHM Aarhus,1,"2211964-01-1056.153129, 10.106808",1964,1960-1969
NHM Aarhus,1,"2211964-03-0656.138878, 10.098812",1964,1960-1969
NHM Aarhus,1,"2221964-02-0156.162939, 10.203932",1964,1960-1969
NHM Aarhus,1,"2221964-03-0756.162939, 10.203932",1964,1960-1969
NHM Aarhus,1,"2221964-03-0956.162939, 10.203932",1964,1960-1969
NHM Aarhus,1,"2221964-04-0756.129563, 10.137501",1964,1960-1969
NHM Aarhus,2,"2381964-06-2856.116024, 9.49001",1964,1960-1969
NHM Aarhus,1,"2391964-08-1156.100947, 9.68628",1964,1960-1969
NHM Aarhus,1,"2431964-06-1456.097452, 10.51568",1964,1960-1969
NHM Aarhus,1,"2451964-05-2956.060354, 12.090172",1964,1960-1969
NHM Aarhus,1,"2451964-05-3056.060354, 12.090172",1964,1960-1969
NHM Aarhus,2,"351964-04-2657.196422, 10.379485",1964,1960-1969
NHM Aarhus,1,"3551964-03-1455.686817, 12.573934",1964,1960-1969
NHM Aarhus,1,"3881964-01-2155.518456, 8.235439",1964,1960-1969
NHM Aarhus,2,"3881964-01-2355.518456, 8.235439",1964,1960-1969
NHM Aarhus,1,"3881964-08-1255.518456, 8.235439",1964,1960-1969
NHM Aarhus,2,"641964-05-0357.010211, 8.503473",1964,1960-1969
NHM Aarhus,2,"641964-07-0256.953195, 8.382147",1964,1960-1969
NHM Aarhus,1,"741964-07-2856.941189, 10.010521",1964,1960-1969
C. Skøtt,1,"1501964-07-2556.504068, 10.581118",1964,1960-1969
C. Skøtt,1,"1501964-07-2656.505516, 10.587338",1964,1960-1969
C. Skøtt,1,"1501964-09-2556.517819, 10.59011",1964,1960-1969
C. Skøtt,1,"1651964-05-0756.473826, 10.054438",1964,1960-1969
C. Skøtt,1,"1671964-05-0756.451433, 10.443678",1964,1960-1969
C. Skøtt,1,"1681964-05-0756.450392, 10.4999",1964,1960-1969
C. Skøtt,1,"1691964-07-0556.466389, 10.6925",1964,1960-1969
C. Skøtt,1,"1701964-03-2056.410179, 10.886545",1964,1960-1969
C. Skøtt,1,"1871964-05-0756.340553, 10.461331",1964,1960-1969
C. Skøtt,1,"1871964-06-0156.299702, 10.477002",1964,1960-1969
C. Skøtt,1,"1871964-06-0256.298999, 10.481206",1964,1960-1969
C. Skøtt,1,"1871964-07-0556.298999, 10.481206",1964,1960-1969
C. Skøtt,1,"1891964-06-0156.31553, 10.827998",1964,1960-1969
C. Skøtt,1,"1891964-06-0156.316028, 10.827552",1964,1960-1969
C. Skøtt,1,"1891964-07-3156.359571, 10.894691",1964,1960-1969
C. Skøtt,1,"2001964-09-0556.227472, 9.705221",1964,1960-1969
C. Skøtt,1,"2001964-09-0556.228626, 9.701081",1964,1960-1969
C. Skøtt,1,"2051964-02-0656.243583, 10.590597",1964,1960-1969
C. Skøtt,1,"2051964-05-0556.286228, 10.485049",1964,1960-1969
C. Skøtt,1,"2051964-06-0156.225877, 10.572537",1964,1960-1969
C. Skøtt,1,"2051964-06-0256.220088, 10.577379",1964,1960-1969
C. Skøtt,1,"2051964-06-0256.224141, 10.585396",1964,1960-1969
C. Skøtt,1,"2051964-06-0756.216595, 10.562381",1964,1960-1969
C. Skøtt,1,"2051964-07-0156.224833, 10.580226",1964,1960-1969
C. Skøtt,1,"2051964-07-0556.220088, 10.577379",1964,1960-1969
C. Skøtt,1,"2051964-07-0556.224768, 10.579701",1964,1960-1969
C. Skøtt,1,"2071964-07-0556.244621, 10.78536",1964,1960-1969
C. Skøtt,1,"2211964-04-1156.13905, 10.076662",1964,1960-1969
C. Skøtt,1,"2371964-04-0656.040794, 9.450694",1964,1960-1969
C. Skøtt,1,"2381964-09-2656.1178959, 9.6107401",1964,1960-1969
C. Skøtt,1,"2401964-04-2456.032568, 9.918172",1964,1960-1969
C. Skøtt,1,"2401964-04-2456.034823, 9.933862",1964,1960-1969
C. Skøtt,1,"2401964-05-1756.032561, 9.913003",1964,1960-1969
C. Skøtt,1,"2401964-05-1756.032568, 9.918172",1964,1960-1969
C. Skøtt,1,"2401964-05-1756.036404, 9.930274",1964,1960-1969
C. Skøtt,1,"2401964-05-1756.042541, 9.910619",1964,1960-1969
C. Skøtt,1,"2421964-04-0456.088423, 10.24768",1964,1960-1969
C. Skøtt,1,"2421964-04-0456.088512, 10.22363",1964,1960-1969
C. Skøtt,1,"2421964-04-2556.084758, 10.234696",1964,1960-1969
C. Skøtt,1,"2421964-05-2356.083539, 10.178419",1964,1960-1969
C. Skøtt,1,"2421964-05-3056.089027, 10.236436",1964,1960-1969
C. Skøtt,1,"2431964-06-0856.095365, 10.512196",1964,1960-1969
C. Skøtt,1,"2431964-06-0856.110699, 10.502487",1964,1960-1969
C. Skøtt,1,"2431964-07-0456.110699, 10.502487",1964,1960-1969
C. Skøtt,1,"2431964-07-3056.096434, 10.512976",1964,1960-1969
C. Skøtt,1,"2591964-04-0356.023133, 9.522319",1964,1960-1969
C. Skøtt,1,"2631964-04-2856.016677, 10.240326",1964,1960-1969
C. Skøtt,1,"2631964-06-3055.962835, 10.263354",1964,1960-1969
C. Skøtt,1,"2631964-09-0555.960896, 10.2655",1964,1960-1969
C. Skøtt,1,"2631964-09-2155.96736, 10.262946",1964,1960-1969
C. Skøtt,1,"2871964-07-0255.895157, 9.846399",1964,1960-1969
C. Skøtt,1,"3341964-08-1555.750799, 8.934766",1964,1960-1969
C. Skøtt,1,"381964-07-2857.254708, 11.001559",1964,1960-1969
C. Skøtt,1,"3881964-08-1255.536321, 8.221727",1964,1960-1969
C. Skøtt,1,"3881964-08-1355.505203, 8.258064",1964,1960-1969
C. Skøtt,1,"3881964-08-1355.50625, 8.259257",1964,1960-1969
C. Skøtt,1,"3881964-08-1355.508055, 8.254623",1964,1960-1969
C. Skøtt,1,"521964-10-2157.052596, 8.64706",1964,1960-1969
C. Skøtt,1,"641964-06-2756.952821, 8.381232",1964,1960-1969
C. Skøtt,1,"641964-07-0256.951395, 8.364235",1964,1960-1969
C. Skøtt,1,"641964-07-0256.951646, 8.379056",1964,1960-1969
C. Skøtt,5,"641964-07-0256.95325, 8.378902",1964,1960-1969
C. Skøtt,1,"791964-07-0356.926674, 8.507922",1964,1960-1969
C. Skøtt,1,"941964-06-3056.821623, 8.972147",1964,1960-1969
NHM Denmark,2,"1161964-07-1456.721494, 10.112889",1964,1960-1969
NHM Denmark,1,"1511964-03-2656.537527, 10.768592",1964,1960-1969
NHM Denmark,2,"2051964-07-1156.226441, 10.569565",1964,1960-1969
NHM Denmark,1,"2651964-07-3155.936538, 10.582714",1964,1960-1969
NHM Denmark,1,"2911964-07-1655.876956, 10.629347",1964,1960-1969
NHM Denmark,1,"2911964-07-1755.906047, 10.601963",1964,1960-1969
NHM Denmark,1,"2911964-08-0455.876956, 10.629347",1964,1960-1969
NHM Denmark,3,"2911964-08-0555.876956, 10.629347",1964,1960-1969
NHM Denmark,1,"2971964-03-1455.907007, 11.97694",1964,1960-1969
NHM Denmark,1,"3281964-06-1455.769003, 12.478607",1964,1960-1969
C. Skøtt,1,"131965-07-0557.485056, 10.624921",1965,1960-1969
C. Skøtt,1,"131965-07-0557.485484, 10.623852",1965,1960-1969
C. Skøtt,1,"2051965-07-2056.225119, 10.579196",1965,1960-1969
C. Skøtt,1,"2051965-07-2056.225326, 10.574568",1965,1960-1969
C. Skøtt,1,"211965-07-2157.347567, 9.683527",1965,1960-1969
C. Skøtt,1,"2381965-08-0456.069188, 9.621876",1965,1960-1969
C. Skøtt,1,"271965-08-1157.291639, 10.924888",1965,1960-1969
C. Skøtt,1,"381965-05-2557.254708, 11.001559",1965,1960-1969
C. Skøtt,1,"3881965-08-2255.505393, 8.257938",1965,1960-1969
C. Skøtt,1,"631965-05-1057.0513676, 10.3594244",1965,1960-1969
C. Skøtt,1,"891965-06-3056.8877171, 10.2210282",1965,1960-1969
C. Skøtt,1,"891965-08-0956.8877171, 10.2210282",1965,1960-1969
C. Skøtt,1,"951965-05-1156.826633, 9.016326",1965,1960-1969
C. Skøtt,1,"981965-07-1656.805801, 9.578855",1965,1960-1969
NHM Denmark,1,"1001965-07-2456.83308, 9.848962",1965,1960-1969
NHM Denmark,2,"1161965-07-2256.721494, 10.112889",1965,1960-1969
NHM Denmark,3,"1161965-07-2356.721494, 10.112889",1965,1960-1969
NHM Denmark,1,"1161965-07-2756.721494, 10.112889",1965,1960-1969
NHM Denmark,1,"2451965-07-2356.019916, 12.017236",1965,1960-1969
NHM Denmark,2,"2451965-08-1456.033807, 12.054928",1965,1960-1969
NHM Denmark,3,"2451965-09-0556.033807, 12.054928",1965,1960-1969
NHM Denmark,2,"2701965-05-1755.950415, 11.750643",1965,1960-1969
NHM Denmark,3,"2701965-05-2355.950415, 11.750643",1965,1960-1969
NHM Denmark,1,"2701965-08-2955.950415, 11.750643",1965,1960-1969
NHM Denmark,1,"2741965-07-1555.998779, 12.311957",1965,1960-1969
NHM Denmark,1,"2741965-09-2055.93195, 12.389207",1965,1960-1969
NHM Denmark,1,"281965-07-1857.316832, 11.083799",1965,1960-1969
NHM Denmark,1,"2911965-08-0355.876956, 10.629347",1965,1960-1969
NHM Denmark,1,"3011965-09-2355.831091, 12.546547",1965,1960-1969
NHM Denmark,1,"3011965-09-2655.83304, 12.516262",1965,1960-1969
NHM Denmark,2,"3271965-06-0255.804648, 12.382446",1965,1960-1969
NHM Denmark,1,"3281965-06-0555.786534, 12.569818",1965,1960-1969
NHM Denmark,1,"5461965-09-1855.107989, 14.899542",1965,1960-1969
NHM Denmark,1,"891965-07-2756.876451, 10.20603",1965,1960-1969
NHM Denmark,1,"891965-07-2756.908337, 10.258329",1965,1960-1969
C. Skøtt,1,"2061966-06-3056.25169, 10.616735",1966,1960-1969
C. Skøtt,1,"421966-06-2557.157483, 9.025801",1966,1960-1969
C. Skøtt,1,"4831966-07-0355.25998, 11.245618",1966,1960-1969
C. Skøtt,1,"4831966-07-0555.25998, 11.245618",1966,1960-1969
C. Skøtt,1,"561966-06-2557.091269, 9.264071",1966,1960-1969
C. Skøtt,1,"641966-06-2556.953856, 8.365408",1966,1960-1969
C. Skøtt,1,"981966-06-2656.780229, 9.567751",1966,1960-1969
NHM Denmark,1,"2601966-12-2656.01356, 9.696184",1966,1960-1969
NHM Denmark,1,"3011966-05-2455.841521, 12.475433",1966,1960-1969
NHM Denmark,1,"4931966-08-0155.138767, 8.51383",1966,1960-1969
NHM Denmark,5,"4931966-08-1555.138767, 8.51383",1966,1960-1969
NHM Denmark,2,"4931966-08-1755.138767, 8.51383",1966,1960-1969
NHM Denmark,2,"4931966-08-1855.138767, 8.51383",1966,1960-1969
NHM Denmark,1,"4931966-09-0455.138767, 8.51383",1966,1960-1969
NHM Denmark,1,"4991966-08-1455.176014, 9.338087",1966,1960-1969
NHM Aarhus,1,"111967-08-1057.476668, 10.167742",1967,1960-1969
NHM Aarhus,1,"2061967-06-2456.269795, 10.624036",1967,1960-1969
NHM Aarhus,1,"4401967-07-0755.348541, 8.469372",1967,1960-1969
NHM Aarhus,3,"5051967-04-0955.147295, 10.377723",1967,1960-1969
NHM Aarhus,2,"5051967-04-1655.147295, 10.377723",1967,1960-1969
NHM Aarhus,1,"5051967-04-2255.147295, 10.377723",1967,1960-1969
NHM Aarhus,1,"5051967-04-2855.147295, 10.377723",1967,1960-1969
NHM Aarhus,1,"5051967-04-3055.147295, 10.377723",1967,1960-1969
NHM Denmark,1,"2601967-09-0556.01356, 9.696184",1967,1960-1969
NHM Denmark,1,"2911967-09-1055.876956, 10.629347",1967,1960-1969
NHM Denmark,1,"2951967-08-0155.852084, 11.587062",1967,1960-1969
NHM Denmark,1,"3281967-04-0755.764222, 12.465903",1967,1960-1969
NHM Denmark,1,"3281967-08-2955.777602, 12.47277",1967,1960-1969
NHM Denmark,1,"3451967-07-3155.695332, 11.067362",1967,1960-1969
NHM Aarhus,1,"2161968-03-1756.183552, 9.241928",1968,1960-1969
NHM Aarhus,2,"21968-08-0657.648194, 10.405875",1968,1960-1969
C. Skøtt,1,"1281968-07-2856.627445, 9.346473",1968,1960-1969
C. Skøtt,1,"1301968-09-1456.640138, 9.790639",1968,1960-1969
C. Skøtt,1,"1451968-07-1456.5438519, 9.774933",1968,1960-1969
C. Skøtt,1,"1451968-09-1456.540631, 9.76524",1968,1960-1969
C. Skøtt,1,"1451968-09-1456.541283, 9.763986",1968,1960-1969
C. Skøtt,2,"1451968-09-1456.542701, 9.770638",1968,1960-1969
C. Skøtt,1,"1451968-09-1456.543017, 9.774192",1968,1960-1969
C. Skøtt,1,"1451968-09-1456.54375, 9.774932",1968,1960-1969
C. Skøtt,1,"1611968-08-0856.410313, 9.358065",1968,1960-1969
C. Skøtt,1,"1741968-08-0356.366595, 8.42741",1968,1960-1969
C. Skøtt,1,"1741968-08-0356.36685, 8.428738",1968,1960-1969
C. Skøtt,1,"1751968-03-2456.350873, 8.529875",1968,1960-1969
C. Skøtt,1,"1751968-03-2456.361144, 8.629611",1968,1960-1969
C. Skøtt,2,"1771968-06-3056.309161, 8.955986",1968,1960-1969
C. Skøtt,1,"1771968-06-3056.340474, 8.949707",1968,1960-1969
C. Skøtt,1,"1771968-06-3056.340771, 8.916234",1968,1960-1969
C. Skøtt,1,"1771968-06-3056.341171, 8.921875",1968,1960-1969
C. Skøtt,1,"1771968-06-3056.342729, 8.922684",1968,1960-1969
C. Skøtt,1,"1871968-04-1156.341834, 10.459474",1968,1960-1969
C. Skøtt,1,"1881968-05-0356.294539, 10.632395",1968,1960-1969
C. Skøtt,1,"1881968-05-2356.360976, 10.77104",1968,1960-1969
C. Skøtt,1,"1891968-06-0456.313468, 10.864449",1968,1960-1969
C. Skøtt,1,"1971968-03-0356.226099, 9.178905",1968,1960-1969
C. Skøtt,1,"2061968-04-1156.222997, 10.703499",1968,1960-1969
C. Skøtt,1,"2061968-06-0256.254989, 10.665361",1968,1960-1969
C. Skøtt,1,"2071968-06-0456.284969, 10.807491",1968,1960-1969
C. Skøtt,1,"2161968-03-1756.184899, 9.240575",1968,1960-1969
C. Skøtt,1,"2161968-03-2456.168995, 9.242098",1968,1960-1969
C. Skøtt,1,"2161968-03-2456.183462, 9.217648",1968,1960-1969
C. Skøtt,1,"2161968-03-2456.183968, 9.195037",1968,1960-1969
C. Skøtt,1,"2161968-03-2456.184899, 9.240575",1968,1960-1969
C. Skøtt,1,"2161968-05-1356.168236, 9.24283",1968,1960-1969
C. Skøtt,1,"2171968-03-2456.187805, 9.347197",1968,1960-1969
C. Skøtt,1,"2171968-05-1356.200231, 9.333384",1968,1960-1969
C. Skøtt,1,"2181968-03-2256.162253, 9.631442",1968,1960-1969
C. Skøtt,1,"2251968-05-2356.170206, 10.725389",1968,1960-1969
C. Skøtt,1,"2251968-05-2356.192271, 10.675701",1968,1960-1969
C. Skøtt,1,"2291968-08-3156.112074, 8.114736",1968,1960-1969
C. Skøtt,1,"2291968-08-3156.116678, 8.113682",1968,1960-1969
C. Skøtt,1,"2341968-03-0356.090496, 8.908486",1968,1960-1969
C. Skøtt,1,"2341968-03-0356.090991, 8.900632",1968,1960-1969
C. Skøtt,1,"2351968-03-0356.077588, 9.083941",1968,1960-1969
C. Skøtt,1,"2361968-05-0656.096385, 9.276265",1968,1960-1969
C. Skøtt,1,"2361968-05-1356.070918, 9.280592",1968,1960-1969
C. Skøtt,2,"2361968-05-2556.0655443, 9.315871",1968,1960-1969
C. Skøtt,1,"2371968-03-0356.078966, 9.385007",1968,1960-1969
C. Skøtt,1,"2371968-05-1356.060753, 9.329738",1968,1960-1969
C. Skøtt,1,"2371968-05-2556.059872, 9.365066",1968,1960-1969
C. Skøtt,1,"2371968-05-2556.063928, 9.346551",1968,1960-1969
C. Skøtt,1,"2371968-05-2556.077151, 9.341816",1968,1960-1969
C. Skøtt,1,"2381968-03-2256.048397, 9.609147",1968,1960-1969
C. Skøtt,1,"2381968-03-2256.051733, 9.598891",1968,1960-1969
C. Skøtt,1,"2391968-05-0856.073862, 9.677913",1968,1960-1969
C. Skøtt,1,"2391968-05-0956.073789, 9.700181",1968,1960-1969
C. Skøtt,1,"2391968-05-0956.077227, 9.700019",1968,1960-1969
C. Skøtt,1,"2501968-08-3156.016678, 8.112738",1968,1960-1969
C. Skøtt,1,"2571968-03-0355.989027, 9.290639",1968,1960-1969
C. Skøtt,1,"2571968-05-1356.033791, 9.311535",1968,1960-1969
C. Skøtt,1,"2571968-06-1955.967368, 9.297229",1968,1960-1969
C. Skøtt,1,"2571968-06-1955.984726, 9.292673",1968,1960-1969
C. Skøtt,1,"2581968-03-1755.985479, 9.416332",1968,1960-1969
C. Skøtt,1,"2581968-05-0655.984099, 9.418924",1968,1960-1969
C. Skøtt,1,"2581968-05-1355.985623, 9.415903",1968,1960-1969
C. Skøtt,1,"2601968-02-2656.012935, 9.695752",1968,1960-1969
C. Skøtt,1,"261968-06-0957.3308698, 10.5166278",1968,1960-1969
C. Skøtt,1,"2821968-03-0355.942475, 9.086446",1968,1960-1969
C. Skøtt,1,"2841968-03-1655.873867, 9.389954",1968,1960-1969
C. Skøtt,1,"2841968-03-1755.884209, 9.359185",1968,1960-1969
C. Skøtt,1,"2841968-03-1755.915877, 9.349956",1968,1960-1969
C. Skøtt,1,"2851968-06-3055.929831, 9.497869",1968,1960-1969
C. Skøtt,1,"2871968-06-2355.892453, 9.850985",1968,1960-1969
C. Skøtt,1,"2871968-06-2355.894138, 9.849122",1968,1960-1969
C. Skøtt,1,"2871968-06-2355.895428, 9.845982",1968,1960-1969
C. Skøtt,1,"2881968-09-1055.868209, 10.002565",1968,1960-1969
C. Skøtt,1,"3021968-08-1355.779965, 8.192051",1968,1960-1969
C. Skøtt,1,"3021968-08-3155.815685, 8.171699",1968,1960-1969
C. Skøtt,1,"3021968-08-3155.821621, 8.18054",1968,1960-1969
C. Skøtt,1,"3291968-08-2555.683005, 8.1845459",1968,1960-1969
C. Skøtt,1,"3291968-08-2555.691804, 8.170772",1968,1960-1969
C. Skøtt,1,"3291968-08-3155.691804, 8.170772",1968,1960-1969
C. Skøtt,1,"3301968-08-3155.751789, 8.225616",1968,1960-1969
C. Skøtt,1,"3301968-08-3155.752778, 8.224956",1968,1960-1969
C. Skøtt,1,"3321968-05-2655.67809, 8.609631",1968,1960-1969
C. Skøtt,2,"3321968-05-2655.678627, 8.611953",1968,1960-1969
C. Skøtt,1,"3321968-05-2655.678912, 8.60468",1968,1960-1969
C. Skøtt,2,"3321968-05-2655.679617, 8.607809",1968,1960-1969
C. Skøtt,1,"3321968-05-2655.679638, 8.603115",1968,1960-1969
C. Skøtt,1,"3321968-05-2655.679775, 8.601596",1968,1960-1969
C. Skøtt,1,"3321968-05-2655.680128, 8.613626",1968,1960-1969
C. Skøtt,1,"3331968-08-2455.725103, 8.769024",1968,1960-1969
C. Skøtt,1,"3331968-08-2455.726144, 8.763931",1968,1960-1969
C. Skøtt,1,"3581968-08-2455.666333, 8.192906",1968,1960-1969
C. Skøtt,1,"3581968-08-2555.587981, 8.145506",1968,1960-1969
C. Skøtt,1,"3581968-08-2555.663441, 8.195892",1968,1960-1969
C. Skøtt,1,"3581968-08-2555.667061, 8.197647",1968,1960-1969
C. Skøtt,1,"3611968-05-2655.664561, 8.581117",1968,1960-1969
C. Skøtt,1,"3611968-05-2655.667684, 8.584995",1968,1960-1969
C. Skøtt,1,"3611968-08-2555.6481937, 8.5858544",1968,1960-1969
C. Skøtt,1,"3611968-08-2555.650897, 8.589144",1968,1960-1969
C. Skøtt,1,"3871968-08-2455.561515, 8.179084",1968,1960-1969
C. Skøtt,1,"3871968-08-2555.562791, 8.182323",1968,1960-1969
C. Skøtt,1,"3871968-08-3155.555335, 8.138944",1968,1960-1969
C. Skøtt,1,"3871968-08-3155.556376, 8.13529",1968,1960-1969
C. Skøtt,1,"3881968-08-3155.537509, 8.215382",1968,1960-1969
C. Skøtt,1,"421968-06-2357.157146, 9.019644",1968,1960-1969
C. Skøtt,1,"421968-06-2357.157269, 9.02582",1968,1960-1969
C. Skøtt,1,"431968-06-2357.140156, 9.205798",1968,1960-1969
C. Skøtt,1,"431968-06-2357.143003, 9.320937",1968,1960-1969
C. Skøtt,2,"431968-06-2357.143151, 9.324735",1968,1960-1969
C. Skøtt,1,"431968-06-2357.143192, 9.329315",1968,1960-1969
C. Skøtt,1,"431968-06-2357.143605, 9.31934",1968,1960-1969
C. Skøtt,1,"431968-06-2357.144166, 9.329115",1968,1960-1969
C. Skøtt,2,"431968-07-2857.144181, 9.328744",1968,1960-1969
C. Skøtt,1,"431968-07-2857.144261, 9.329064",1968,1960-1969
C. Skøtt,1,"4421968-04-1455.327898, 8.760856",1968,1960-1969
C. Skøtt,1,"4691968-04-1455.250061, 8.927578",1968,1960-1969
C. Skøtt,1,"4691968-06-1055.249242, 8.927515",1968,1960-1969
C. Skøtt,1,"4691968-06-1055.250061, 8.927578",1968,1960-1969
C. Skøtt,1,"4691968-06-1055.25799, 8.89924",1968,1960-1969
C. Skøtt,1,"4691968-06-1055.258091, 8.903852",1968,1960-1969
C. Skøtt,1,"4691968-06-1855.258445, 8.901313",1968,1960-1969
C. Skøtt,1,"4771968-05-2355.256175, 10.256974",1968,1960-1969
C. Skøtt,1,"4961968-04-1455.152138, 8.950753",1968,1960-1969
C. Skøtt,1,"4961968-04-1455.155556, 8.95357",1968,1960-1969
C. Skøtt,1,"4961968-04-1455.18446, 8.946789",1968,1960-1969
C. Skøtt,2,"4961968-04-1455.185843, 8.990614",1968,1960-1969
C. Skøtt,1,"4961968-04-1455.189241, 8.9332",1968,1960-1969
